"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","ExternalReference","DistributionChannel","UserLanguage","Q1.2_First.Click","Q1.2_Last.Click","Q1.2_Page.Submit","Q1.2_Click.Count","Q2.1_Browser","Q2.1_Version","Q2.1_Operating.System","Q2.1_Resolution","zipcode","citizen","gender","age","faminc","faminc150","race","Q2.10_First.Click","Q2.10_Last.Click","Q2.10_Page.Submit","Q2.10_Click.Count","pid","pidlean","redist_incdiff","speedtrap","redist_taxes","redist_housing","trust_experts_univ","trust_econ_multi","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","trust_8","trust_14","trust_15","trust_16","trust_17","Q46","build_control_1","build_control_6","build_control_7","build_control_5","build_control_4","build_economist_1","build_economist_6","build_economist_7","build_economist_5","build_economist_4","build_univ_1","build_univ_6","build_univ_7","build_univ_5","build_univ_4","Q14.1","educ","employment","student","marital","marital_7_TEXT","Q14.7_First.Click","Q14.7_Last.Click","Q14.7_Page.Submit","Q14.7_Click.Count","manip_econ","manip_resp","ownrent","tenure_length","housing_cost","open_ended","svy_comments","PID","psid","rnid","study","rid","RISN","opp","Q_TotalDuration","beforeafter","random","gc","term","zip","Quota"
"1/9/18 14:49","1/9/18 14:52",0,100,143,1,"1/9/18 14:52","R_2fw9rdU45byz69C",NA,"anonymous","EN",0,0,3.97,0,"Chrome","63.0.3239.132","Windows NT 6.3","1366x768",44134,1,1,100,4,NA,"1",0.997,0.997,1.981,1,2,NA,9,4,2,4,"4","4",1,2,3,2,2,3,2,1,2,1,2,"5,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,2,NA,5,4,3,2,"",1.48,1.48,2.721,1,3,3,4,2010,12,"they are pretty good representatives","good survey",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",143,0,9140085,4,"Speeder",44134,NA
"1/9/18 14:48","1/9/18 14:52",0,100,211,1,"1/9/18 14:52","R_OfGEjGO4sEAo6bv",NA,"anonymous","EN",0,0,3.022,0,"Chrome","63.0.3239.108","Windows NT 10.0","1920x1080",78759,1,1,101,4,NA,"1",0.872,0.872,1.725,1,2,NA,9,4,2,6,"5","6",2,2,2,2,2,1,2,2,2,3,2,"1,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,NA,5,1,3,1,"",1.094,1.094,2.01,1,1,1,5,2015,6,"i have nothing to share","i have nothing to share",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",211,1,7535240,4,"Speeder",78759,NA
"1/9/18 14:45","1/9/18 14:52",0,100,418,1,"1/9/18 14:52","R_9XE53wcycdl5Rx7",NA,"anonymous","EN",27.146,27.698,28.796,2,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",12522,1,1,100,6,NA,"1",1.035,1.035,2.326,1,1,NA,8,4,1,4,"1","4",2,3,4,2,4,1,2,2,1,1,2,"4,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,4,NA,2,1,3,1,"",1.191,1.191,2.588,1,1,1,5,2016,7,"n/a","n/a",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",418,1,3463153,1,"",12522,NA
"1/9/18 14:41","1/9/18 14:52",0,100,647,1,"1/9/18 14:52","R_3MiguKX2W4bDini",NA,"anonymous","EN",0,0,26.286,0,"Chrome","63.0.3239.132","Windows NT 10.0","1280x720",85705,1,1,102,12,NA,"1",1.244,1.244,2.324,1,3,3,8,4,1,4,"5","4",4,4,4,4,4,2,2,3,3,3,4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,NA,3,1,3,1,"",1.362,1.362,2.471,1,2,1,5,2017,2,"The local government here doesn't appear to care about the community. The entire town is rundown. This includes homes and businesses and infrastructure. The only thing the like to keep up on is little art projects. Whether it be bus stops, fences, bridges or just random sculpture, the town is filled with these eyesores (that look to be designed by 3rd grade students)","No issues.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",647,0,9105401,1,"",85705,NA
"1/9/18 14:49","1/9/18 14:52",0,100,200,1,"1/9/18 14:52","R_1kYr9Ym4pddpLhb",NA,"anonymous","EN",0,0,0.607,0,"Chrome","56.0.2924.87","Android 7.0","412x846",15212,1,1,101,4,NA,"1",0.726,0.757,1.183,2,1,NA,2,4,1,4,"1","1,4",2,2,2,3,3,2,2,2,2,2,3,"4,6",1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,"",1.866,4.39,6.667,6,1,1,6,1981,1,"I wish local government offered incentives for developers to build middle-income housing.","It was intuitive and easy to understand.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",200,1,6678238,4,"Speeder",15212,NA
"1/9/18 14:47","1/9/18 14:52",0,100,327,1,"1/9/18 14:52","R_2WAqEdoRvZMrqRJ",NA,"anonymous","EN",0,0,41.756,0,"Chrome","63.0.3239.84","Windows NT 10.0","1920x1080",48226,1,2,99,4,NA,"1",1.915,1.915,2.997,1,1,NA,9,4,1,1,"1","1",2,3,3,3,3,2,1,2,1,2,2,"1,5,7",NA,NA,NA,NA,NA,1,1,1,3,5,NA,NA,NA,NA,NA,NA,5,1,3,1,"",1.895,1.895,3.195,1,1,1,5,2017,6,"My local government should support strong non-profits supporting housing for the low income. ","n/a",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",327,0,8884593,1,"",48226,NA
"1/9/18 14:44","1/9/18 14:52",0,100,461,1,"1/9/18 14:52","R_22rVu3lANcu0gjZ",NA,"anonymous","EN",0,0,5.69,0,"Safari iPhone","11","iPhone","414x736",80524,1,2,99,2,NA,"1",1.413,1.428,2.154,2,1,NA,8,4,1,1,"1","1",2,2,2,2,2,2,2,2,1,2,3,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,1,NA,3,1,3,2,"",1.093,1.112,1.888,2,3,3,5,2016,5,"I think too many people are moving to Colorado and it is completely ruined it for the natives. More buildings are going up which is destroying the land and housing has gone up so much that people can‰Ûªt even afford to live in their own state anymore.","Good survey ",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",461,0,1905083,1,"",80524,NA
"1/9/18 14:45","1/9/18 14:52",0,100,413,1,"1/9/18 14:52","R_3lAoiMTmQNcmK7i",NA,"anonymous","EN",0,0,1.959,0,"Chrome","63.0.3239.132","Windows NT 6.1","1093x615",31322,1,2,101,2,NA,"1",1.49,1.49,2.554,1,1,NA,9,4,1,1,"1","7",2,4,4,3,4,2,1,2,2,3,4,"1,4,6",NA,NA,NA,NA,NA,1,4,2,2,3,NA,NA,NA,NA,NA,NA,6,1,3,5,"",1.56,1.56,2.847,1,1,1,6,2017,5,"none thank you","none thank you",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",413,0,2328876,1,"",31322,NA
"1/9/18 14:45","1/9/18 14:52",0,100,411,1,"1/9/18 14:52","R_3GoVI00aH3U5HE6",NA,"anonymous","EN",0,0,4.831,0,"Chrome","63.0.3239.132","Windows NT 10.0","1600x900",29212,1,1,100,1,NA,"1,4",1.318,1.934,3.058,2,2,NA,2,4,1,1,"6","4,6",3,3,3,2,3,2,2,2,1,2,4,"1,5,7",2,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,1,"",0.948,0.948,2.24,1,1,3,4,2016,4,"The local government supports the status quo of people who attend town halls and have connections to other politicians, businesses, and organizations backed by law firms.","It was very straight forward and to the point.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",411,0,4440394,1,"",29212,NA
"1/9/18 14:48","1/9/18 14:52",0,100,264,1,"1/9/18 14:52","R_5otkYBsh0JYSxkl",NA,"anonymous","EN",0,0,2.94,0,"Chrome","63.0.3239.132","Windows NT 6.1","1920x1080",93312,1,1,100,2,NA,"1",0.848,0.848,2.305,1,1,NA,9,4,1,2,"4","7",4,4,4,4,4,4,4,4,4,4,4,"5,7",NA,NA,NA,NA,NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,2,4,3,3,"",2.484,2.484,4.189,1,3,1,5,2017,5,"None","N/a",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",264,0,3233980,1,"",93312,NA
"1/9/18 14:46","1/9/18 14:52",0,100,375,1,"1/9/18 14:52","R_2YnswZu6e66sKMm",NA,"anonymous","EN",0,0,16.391,0,"Chrome iPad","63.0.3239.73","iPad","768x1024",41465,1,2,101,2,NA,"1",1.713,1.725,2.657,2,2,NA,8,4,1,5,"4","4",3,3,2,3,3,2,2,3,2,3,3,"1",3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,3,2,"",1.793,1.814,2.862,2,1,3,4,2003,1,"No thoughts","No comments ",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",375,0,7622139,1,"",41465,NA
"1/9/18 14:38","1/9/18 14:52",0,100,830,1,"1/9/18 14:52","R_3qDOXFMFGeNufw0",NA,"anonymous","EN",0,0,127.583,0,"Chrome","63.0.3239.84","Windows NT 6.3","1366x768",78602,1,2,100,13,NA,"1,3",2.363,6.592,7.934,2,2,NA,9,4,1,1,"1","1",3,3,4,3,4,2,2,2,1,3,4,"1,6,7",NA,NA,NA,NA,NA,5,2,5,5,1,NA,NA,NA,NA,NA,NA,5,1,3,2,"",2.975,2.975,4.591,1,1,1,4,2006,4,"In my area the local government and taxing entity has steadily been raising home values and taxing people out of their homes.","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",830,1,9023662,1,"",78602,NA
"1/9/18 14:39","1/9/18 14:52",0,100,789,1,"1/9/18 14:52","R_2zGDmV5apbawv19",NA,"anonymous","EN",0,0,9.442,0,"Firefox","56","Windows NT 6.3","1280x720",41311,1,1,100,1,NA,"1,5",1.799,2.983,4.082,2,3,1,9,4,1,6,"1","4,6",3,3,4,3,4,2,2,3,2,3,3,"1",NA,NA,NA,NA,NA,3,3,3,3,2,NA,NA,NA,NA,NA,NA,2,1,3,1,"",1.285,1.285,3.131,1,3,3,4,2006,1,"Our local government pretty much the same as our national government...wasteful and inefficient. Many are corrupt, in other instances it's a case of the blind leading the blind. Lots of nepotism and broken promises. For example, the officials promised we would have a decent internet connection available at my rural home over 15 years ago. Apparently, they're STILL in the process of running the cables! I gave up on them and got a satellite connection a long, long time ago...it's not much, but it beats dial up.","No problems.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",789,1,6892931,1,"",41311,NA
"1/9/18 14:48","1/9/18 14:52",0,100,255,1,"1/9/18 14:52","R_2VjZaYShY2M7zUn",NA,"anonymous","EN",0,0,4.415,0,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",75034,1,1,100,2,NA,"1",0.783,0.783,1.427,1,1,NA,8,4,1,5,"1","4",2,3,3,4,3,2,3,3,1,1,2,"3",NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,1,3,1,"",0.904,0.904,1.64,1,1,1,5,2008,5,"no other thoughts","no issues",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",255,0,8416930,1,"",75034,NA
"1/9/18 14:49","1/9/18 14:52",0,100,185,1,"1/9/18 14:52","R_30kFHE5kRcshTsz",NA,"anonymous","EN",0,0,4.158,0,"Chrome","63.0.3239.132","Windows NT 10.0","1366x768",78336,1,2,100,4,NA,"1,3",1.289,3.153,4.324,2,1,NA,10,4,1,6,"1","4,6",2,2,3,3,4,1,2,3,2,3,4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,1,NA,3,4,3,2,"",1.067,1.067,1.893,1,1,1,4,2014,4,"Currently our local government is dealing with hurricane damage.","N/A",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",185,0,2569175,4,"Speeder",78336,NA
"1/9/18 14:41","1/9/18 14:52",0,100,671,1,"1/9/18 14:52","R_2QRld6krC10ForA",NA,"anonymous","EN",0,0,19.153,0,"Chrome","63.0.3239.132","Windows NT 10.0","1360x768",85032,1,2,102,4,NA,"1",4.088,4.088,5.863,1,3,1,9,4,1,5,"1","1",3,2,3,3,2,2,2,2,2,3,4,"4,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,NA,3,1,3,5,"",2.598,2.598,4.232,1,1,1,5,2010,6,"We need more housing and someone needs to figure this out as there are too many homeless people and most of them are average americans who have to live paycheck to paycheck and bam a tragedy happens and you can't pay the high cost of your home. too many vets are homeless as well and the VA really needs to help our vets out and stop letting them die and I really think there should be someone who could work on that even though it is government","This was a great survey Thanks!",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",671,0,7822237,1,"",85032,NA
"1/9/18 14:49","1/9/18 14:52",0,100,216,1,"1/9/18 14:52","R_XiGM4Vz7br4h6I9",NA,"anonymous","EN",5.421,5.421,8.042,1,"Chrome","44.0.2403.155","Windows NT 6.1","1680x1050",55401,1,1,100,6,NA,"1",1.158,1.158,1.883,1,1,NA,8,4,1,4,"5","1",3,3,3,3,2,2,2,2,1,2,2,"6",1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,"",2.195,2.195,3.516,1,1,1,5,2017,6,"The local governement is giving housing stipends for lower income people to live in luxury apartments which i support.","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",216,0,7148938,1,"",55401,NA
"1/9/18 14:46","1/9/18 14:52",0,100,348,1,"1/9/18 14:52","R_3lDBEQG8dDwxaAA",NA,"anonymous","EN",0,0,3.625,0,"Edge","16.16299","Windows NT 10.0","1920x1080",20740,1,2,99,12,NA,"1",1.189,1.189,2.551,1,1,NA,8,4,1,1,"1","4,6",2,2,2,2,3,2,2,2,1,2,3,"1,9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,5,7,1,1,"",1.373,1.373,2.81,1,1,1,5,2017,7,"The priorities of local governments seem to be with the local school district, enforcing highway regulations, and building and zoning regulations. I think the local government should be more concerned with reducing poverty and helping to create a safer area.","I enjoyed it. ",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",348,1,1485242,1,"",20740,NA
"1/9/18 14:46","1/9/18 14:52",0,100,392,1,"1/9/18 14:52","R_2zZVewpgg0wndoo",NA,"anonymous","EN",19.638,19.638,30.797,1,"Chrome","63.0.3239.132","Windows NT 10.0","1600x900",35115,1,1,102,1,NA,"1",1.22,1.22,2.654,1,1,NA,2,4,1,1,"6","7",3,4,4,3,3,2,2,3,2,2,3,"3",NA,NA,NA,NA,NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,2,1,3,5,"",2.027,2.027,3.158,1,1,1,5,2017,3,"I live in a very small college town, so the priorities of the local government skew towards being biased towards what is in the best interest of the college, which is fine as far as I'm concerned.","Thank you. ",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",392,0,3587686,1,"",35115,NA
"1/9/18 14:48","1/9/18 14:52",0,100,236,1,"1/9/18 14:52","R_2z8dCrqD9TGxwuE",NA,"anonymous","EN",0,0,1.951,0,"Chrome","63.0.3239.84","Windows NT 6.3","1366x768",37130,1,2,100,4,NA,"4",2.454,2.454,3.4,1,3,3,2,4,1,4,"4,6","7",3,3,4,3,4,2,3,3,3,4,4,"9",NA,NA,NA,NA,NA,3,2,2,3,1,NA,NA,NA,NA,NA,NA,2,1,3,1,"",1.784,1.784,3.857,1,3,3,4,2017,5,"N/A","N/A",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",236,0,9610804,1,"",37130,NA
"1/9/18 14:42","1/9/18 14:52",0,100,608,1,"1/9/18 14:52","R_2Uh1D9mz3oj3gr8",NA,"anonymous","EN",0,0,91.944,0,"Chrome iPad","63.0.3239.73","iPad","1024x1366",78109,1,2,101,4,NA,"1",1.696,3.12,3.168,3,3,1,9,4,1,5,"6","1",2,2,3,2,2,1,1,2,2,2,2,"3",NA,NA,NA,NA,NA,3,3,3,4,1,NA,NA,NA,NA,NA,NA,4,4,3,2,"",1.53,1.546,2.569,2,1,1,5,2013,5,"I‰Ûªm not thrilled about the amount of building of bigger homes that are closer together as I‰Ûªm worried it will raise rent prices. ","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",608,1,2206946,1,"",78109,NA
"1/9/18 14:43","1/9/18 14:52",0,100,575,1,"1/9/18 14:52","R_1LZMLwk9UFyEqr1",NA,"anonymous","EN",0,0,52.613,0,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",53211,1,1,100,2,NA,"1",1.429,1.429,3.035,1,1,NA,8,4,2,4,"1","1",2,2,3,3,3,3,2,3,1,2,2,"10",2,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,"",10.727,10.727,13.533,1,1,1,5,2017,3,"The biggest government factor that affects me is the police department. I live in a place with relatively high crime and have first hand experienced some very bad relations with police that need to be improved.","n/a",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",575,0,5756283,1,"",53211,NA
"1/9/18 14:43","1/9/18 14:53",0,100,561,1,"1/9/18 14:53","R_qyKjqkJus9Oa8vf",NA,"anonymous","EN",0,0,18.306,0,"Chrome","63.0.3239.132","Windows NT 6.1","1366x768",28227,1,1,88,4,NA,"1",2.104,2.104,5.764,1,3,3,11,4,2,2,"5","4",2,3,4,3,4,2,2,3,3,4,4,"1,4,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,3,1,3,2,"",2.148,2.148,3.994,1,1,1,4,1984,14,"Well local governments seem intent on punishing people for owning property with high property taxes. They should try to build different revenue streams and every town, city, county, State, Region, and Country in the world should be investigating the possibility of a Publc Banking system that takes the profits now going to BANKS and gives them back to the people who live where the loans originated.","Good survey, thanks",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",561,0,6486751,1,"",28227,NA
"1/9/18 14:49","1/9/18 14:53",0,100,197,1,"1/9/18 14:53","R_01w2Nu2DdCHj3dn",NA,"anonymous","EN",0,0,2.098,0,"Firefox","57","Windows NT 10.0","1366x768",56701,1,1,101,1,NA,"1",0.967,2.616,3.815,3,2,NA,11,4,2,2,"5","4,6,7",3,4,4,3,3,3,4,3,3,2,3,"9",NA,NA,NA,NA,NA,4,2,5,2,1,NA,NA,NA,NA,NA,NA,5,2,3,1,"",1.348,1.348,2.799,1,1,1,4,2004,2,"none","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",197,0,2461439,4,"Speeder",56701,NA
"1/9/18 14:46","1/9/18 14:53",0,100,384,1,"1/9/18 14:53","R_3lxbjPGE3kQhWoU",NA,"anonymous","EN",0,0,6.335,0,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",98126,1,1,99,11,15,"1",3.554,8.505,10.398,3,1,NA,8,4,1,5,"4,5","4,6,7",2,2,3,2,3,2,2,2,2,2,3,"7",3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,1,"",2.521,2.521,4.041,1,1,1,4,1999,11,"A big push for more apartments, which has resulted in the rezoning of some residential neighborhoods. It is sad to see people being pushed out by higher taxes just so someone can profit from an apartment building. Apartments are more of a eye sore and it doesn't help make living in the area more affordable as they still charge a large amount for rent.","Was a good survey with solid questions.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",384,0,6707650,1,"",98126,NA
"1/9/18 14:48","1/9/18 14:53",0,100,295,1,"1/9/18 14:53","R_1mPpiVkeZknZKf4",NA,"anonymous","EN",0,0,3.931,0,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",32726,1,1,101,9,NA,"1",1.519,1.519,2.973,1,3,1,8,4,1,6,"6","4",2,3,4,3,3,2,2,3,3,2,2,"9",NA,NA,NA,NA,NA,2,2,2,4,3,NA,NA,NA,NA,NA,NA,5,1,3,3,"",1.394,1.394,4.25,1,1,3,4,2016,5,"They say the things we want to hear but don't seem to want to act upon what they say.","Everything went great",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",295,0,3420664,1,"",32726,NA
"1/9/18 14:43","1/9/18 14:53",0,100,601,1,"1/9/18 14:53","R_3Dtql45JINDEf6Z",NA,"anonymous","EN",0,0,5.761,0,"Firefox","57","Windows NT 10.0","1366x768",7304,1,1,100,6,NA,"4",2.245,2.245,3.055,1,1,NA,8,4,1,4,"1","4,6",1,3,4,3,4,2,1,2,1,1,3,"3",NA,NA,NA,NA,NA,1,1,3,2,4,NA,NA,NA,NA,NA,NA,5,1,3,1,"",1.289,1.289,4.19,1,1,1,5,2017,7,"n/a","n/a",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",601,0,9813996,1,"",7304,NA
"1/9/18 14:49","1/9/18 14:53",0,100,254,1,"1/9/18 14:53","R_1mXwjCLjurKo1Tc",NA,"anonymous","EN",6.551,6.551,7.07,1,"Chrome","65.0.3316.0","Windows NT 10.0","1366x768",6101,1,1,100,1,NA,"1",0.911,0.911,1.701,1,4,3,2,4,1,1,"1","1",2,2,2,2,3,2,2,2,2,1,3,"1,4,5,6,7",2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,"",0.734,0.734,1.613,1,1,1,5,2015,7,"Zoning laws and homeowner's associations often interfere with plans to provide low-income housing or mixed use areas of residences and businesses.","N/A",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",254,0,3902780,1,"",6101,NA
"1/9/18 14:46","1/9/18 14:53",0,100,434,1,"1/9/18 14:53","R_3EzBus65rTJQmyn",NA,"anonymous","EN",0,0,8.449,0,"Chrome","63.0.3239.84","Windows NT 10.0","1280x1024",37205,1,1,102,9,NA,"1",1.829,1.829,3.09,1,1,NA,9,4,1,5,"5,6","4,6,7",2,4,3,4,4,2,2,2,2,2,4,"4,7,9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,1,NA,5,1,3,2,"",2.136,2.136,3.502,1,1,2,4,2010,7,"My local government is working on a new transportation plan.  The plan is too expensive for tool long of a period of time so I will vote against the plan.  It is a good plan but costs too much money for a long period of time.","No thoughts - all is well!",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",434,1,5123368,1,"",37205,NA
"1/9/18 14:47","1/9/18 14:53",0,100,349,1,"1/9/18 14:53","R_2CwH2YjMTct4h52",NA,"anonymous","EN",2.927,2.927,5.016,1,"Chrome","63.0.3239.111","Android 6.0.1","320x570",96003,1,1,100,2,NA,"1",1.216,1.24,2.062,2,1,NA,2,4,1,1,"1,4,5,6","6",3,2,2,4,4,3,2,4,2,1,4,"1,4,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,4,NA,5,1,3,1,"",4.999,5.016,7.056,2,1,2,5,2016,3,"Strange relationship between Bethel Church and local government including the police. ","Most economists are morons who think the world operates rationally. What a stupid profession. Also the Nobel prize in economics is not a real Nobel!!! Hahaha ",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",349,1,2677223,1,"",96003,NA
"1/9/18 14:47","1/9/18 14:53",0,100,338,1,"1/9/18 14:53","R_2Qm231hYwUg45no",NA,"anonymous","EN",0,0,3.009,0,"Chrome","61.0.3163.100","Windows NT 10.0","1366x768",34683,1,2,99,13,NA,"1",1.412,1.412,2.691,1,3,3,8,4,1,4,"4,5","4,6",3,3,3,3,3,1,2,3,2,2,2,"1,4,5,6,7,9,8",NA,NA,NA,NA,NA,3,2,2,2,1,NA,NA,NA,NA,NA,NA,4,2,1,1,"",1.639,1.639,3.019,1,3,2,4,2017,3,"They should provide better education, better school system, better roads and activities for all families to do and share.","I thought the survey was interesting, good job!",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",338,1,2209274,1,"",34683,NA
"1/9/18 14:49","1/9/18 14:53",0,100,266,1,"1/9/18 14:53","R_21btIxnf3IIYxbP",NA,"anonymous","EN",1.203,1.203,2.692,1,"Safari iPhone","10","iPhone","320x568",95136,1,1,99,2,NA,"1",0.966,1.749,2.658,3,1,NA,2,4,1,1,"1","1",1,1,2,3,4,2,2,1,1,1,2,"1,4,6,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,5,NA,5,1,3,1,"",2.161,2.822,3.579,3,1,1,5,2017,5,"They are working towards reducing the cost of housing.","I don't have any other thoughts ",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",266,1,8147178,1,"",95136,NA
"1/9/18 14:49","1/9/18 14:53",0,100,246,1,"1/9/18 14:53","R_1FEST50zumDmQum",NA,"anonymous","EN",0,0,4.711,0,"Chrome","63.0.3239.116","CrOS x86_64 10032.75.0","1366x768",60081,1,2,99,6,NA,"1",1.251,1.251,2.343,1,2,NA,11,4,2,2,"5","1",3,3,1,1,1,1,1,1,4,1,2,"3",1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,1,"",1.236,1.236,2.789,1,1,1,4,2013,5," No thoughts.","No thoughts.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",246,1,8357204,1,"",60081,NA
"1/9/18 14:45","1/9/18 14:53",0,100,457,1,"1/9/18 14:53","R_3gSqNeS4tCvoXfd",NA,"anonymous","EN",0,0,14.688,0,"Firefox","56","Windows NT 10.0","1047x589",30901,1,2,101,13,NA,"2",1.832,1.832,3.094,1,1,NA,2,4,1,1,"1","4",3,3,4,3,3,1,2,2,2,2,3,"1,8",NA,NA,NA,NA,NA,3,2,2,3,2,NA,NA,NA,NA,NA,NA,5,7,3,1,"",1.806,1.806,3.647,1,1,2,6,1978,11,"I don't think local government takes the needs of the people into consideration.  They closed a popular grocery store and now we have to go across state lines to  buy food.  Many poor people do not have transportation.  No one seems to care about that.  ","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",457,1,8723468,1,"",30901,NA
"1/9/18 14:47","1/9/18 14:53",0,100,351,1,"1/9/18 14:53","R_0Pv1yxJa9Ir2YBr",NA,"anonymous","EN",5.096,5.096,7.876,1,"Chrome","62.0.3202.84","Android 5.1.1","962x601",87114,1,2,100,13,NA,"1",1.301,1.308,2.338,2,3,1,2,4,1,1,"1","1",2,3,3,3,3,2,2,2,2,2,2,"1,6,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,4,3,2,"",1.097,1.807,2.627,3,1,3,5,2014,5,"N/a","N/a",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",351,1,7970783,1,"",87114,NA
"1/9/18 14:48","1/9/18 14:53",0,100,297,1,"1/9/18 14:53","R_2Sq1a9L8mHIk9B2",NA,"anonymous","EN",0,0,7.954,0,"Chrome","63.0.3239.132","Windows NT 10.0","1366x768",95616,1,2,102,10,NA,"1",1.354,1.354,2.236,1,1,NA,9,4,1,5,"1","1",2,3,3,3,3,1,2,1,1,1,2,"1,4,7",1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,2,"",2.783,2.783,3.735,1,1,1,4,2002,14,"Housing is very difficult in Davis, CA. I know CA is high in general, but it is very difficult for young and middle income families to find a home in the area.","Thank you.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",297,1,3321143,1,"",95616,NA
